OBJECTID,LegacyID,FACILITYID,BlockStreet,IntersectionStreets,ROW_Mailboxes,Surface_Type,SHAPESTArea,SHAPESTLength,Latitude,Longitude
867,424,6392,1000 W Church St,Not Specified,No,Asphalt,20663.647549038902,1256.642457035121,40.11828374552192,-88.26144124270212
868,2713,9270,300 N Willis Ave,Not Specified,No,Oil and Chip,5399.484567726277,735.5244941106779,40.11875451627788,-88.2602743965452
869,Not Specified,A870579B-2C44-43F1-804E-3A7A8347CA31,Not Specified,N Willis Ave & W Hill St,No,Brick,1109.0952315498917,133.34220162099226,40.11922517903387,-88.26026605407682
870,1224,6396,900 W Hill St,Not Specified,No,Brick,16875.958646398874,1326.1903683657144,40.11921231206905,-88.25908125534164
871,1225,9275,1000 W Hill St,Not Specified,No,Brick,16804.740224598158,1315.1408770566404,40.11923523063126,-88.2614557297299
872,Not Specified,55E924D4-2390-461B-8B15-E1930241443E,Not Specified,N McKinley Ave & W Hill St,No,Brick,866.1106729314392,117.72704626465816,40.119245526721436,-88.26263071269123
873,1649,10208,300 N McKinley Ave,Not Specified,No,Brick,9145.136091144357,739.2176162930704,40.11874899093119,-88.26262757890849
874,Not Specified,2A13DB39-B3CA-4116-84F0-45701B33D173,Not Specified,S James St & W John St,No,Asphalt,1334.7192220041331,146.19662930498023,40.108980049073864,-88.2649130621868
875,1330,6986,1100 W John St,Not Specified,No,Asphalt,7912.190519922377,643.3545020128614,40.10898438293508,-88.26433086787809
876,662,10399,1100 W Daniel St,Not Specified,No,Asphalt,11953.627111432332,1020.7744286746355,40.10816729309407,-88.26397661313662
877,Not Specified,C518AA1F-054E-492D-8A99-709A5C5AF540,Not Specified,S James St & W Daniel St,No,Not Specified,1127.6751894333042,134.19930402476123,40.10817494750921,-88.26490497522342
878,1299,10799,700 S James St,Not Specified,No,Concrete,6906.315980847354,600.6977189791631,40.108574640788135,-88.26490858287413
879,Not Specified,C7EF5CA3-9E47-4248-8051-AD5BF39378DF,Not Specified,S James St & W Armory Ave,No,Asphalt,962.382062320567,128.86600874446498,40.105472662544926,-88.26486728214465
880,376,10945,1100 Charles St,Not Specified,No,Concrete,12662.38151562034,1027.8903846546234,40.106356271636514,-88.26396453949971
881,Not Specified,CC3DDB2F-3D0C-405A-8339-150E73876D2F,Not Specified,Charles St & S James St,No,Concrete,1173.219539436436,136.2624421618501,40.10636414165655,-88.26488498834102
882,1301,10795,1000 S James St,Not Specified,No,Concrete,8056.962935934257,694.3853825274994,40.105907144714074,-88.26487792119245
883,2688,10401,1100 William St,Not Specified,No,Asphalt,12976.229912128889,1040.1262564738765,40.10726218687692,-88.2639696307489
884,Not Specified,D4D8FCB4-97F1-44A2-BF4D-4574E75BD9A7,Not Specified,S James St & William St,No,Asphalt,1342.8002344983258,145.59944644264775,40.10727263874496,-88.26489481803081
885,1300,10796,800 S James St,Not Specified,No,Asphalt,7947.953514168815,664.0411543264909,40.10772818110448,-88.26490042567401
886,Not Specified,43178B1D-10E1-44AF-80FA-11B277E815D8,900 S James St,Not Specified,No,Asphalt,7998.530177322577,667.8725602912289,40.10681530579253,-88.26489020789401
887,391,6988,600 Chicago Ave,Not Specified,No,Asphalt,11059.193956534858,929.341085724935,40.10958206091168,-88.26372625078092
888,Not Specified,EEB0B349-21CC-4F25-90C2-517212E30069,Not Specified,Chicago Ave & W Green St,No,Asphalt,1336.6987179861055,146.39575525896748,40.11020184156843,-88.26372901426998
889,1070,6928,1100 W Green St,Not Specified,No,Asphalt,8078.944811513821,660.9366560618502,40.11019402542545,-88.26314497241388
890,1298,6985,600 S James St,Not Specified,No,Concrete,11107.021514832675,912.9620917413854,40.10959809103815,-88.26491770328678
891,Not Specified,6A8A3B4A-3314-4B86-8D3A-D92494696C10,Not Specified,S James St & W Green St,No,Asphalt,1278.8725165397814,143.65262481185678,40.110213524406475,-88.264919161485
892,Not Specified,F9BED79F-99D1-4524-8771-3500D28CFBA8,1100 W Green St,Not Specified,No,Asphalt,8049.008268046749,667.1028050057562,40.110207617512124,-88.2643212848703
893,1169,10774,1100 W Healey St,Not Specified,No,Concrete,8011.037966808684,677.317916265003,40.11175255155541,-88.26313892418186
894,Not Specified,F7CE7FF1-817A-4369-A9BC-4AA99025AEB1,Not Specified,Chicago Ave & W Healey St,No,Asphalt,1432.524951117978,148.11957510401024,40.111754160282615,-88.26373802693949
895,390,10115,500 Chicago Ave,Not Specified,No,Asphalt,14108.50811637698,1117.9264503547768,40.11097150586593,-88.26373344064686
896,389,10112,400 Chicago Ave,Not Specified,No,Asphalt,8446.100167788445,704.3551036958422,40.11223756348428,-88.26374003041481
897,Not Specified,B5476C8F-F700-4C6A-AE0E-D98284E1A785,Not Specified,Chicago Ave & Elmwood Dr,No,Not Specified,1622.3180858781714,160.4155727152305,40.11271086622511,-88.26373654487594
898,8888,6586,1100 W Springfield Ave,Not Specified,No,Not Specified,7806.411447772611,646.1980376334014,40.11270452321427,-88.26314506951124
899,Not Specified,F4BD0384-0545-4ACA-A4EE-A5858BA644BA,Not Specified,N Neil St & W Washington St,No,Asphalt,3087.5851717270266,222.09198546087012,40.12019282687661,-88.24354914208087
900,Not Specified,4F31B0F2-EACD-4322-82BE-B43388C10BC4,400 N Neil St,Not Specified,No,Asphalt,1610.168222106767,169.5528501503624,40.12006425602684,-88.24353949944535
901,2585,6697,100 W Washington St,Not Specified,No,Asphalt,20087.766822207173,920.1960554028838,40.1201966484563,-88.24435958436422
902,Not Specified,C7641970-A618-4B78-9D0B-BDD58365B46D,Not Specified,N Randolph St & W Washington St,No,Asphalt,3484.1936631716517,231.98566013806368,40.1201986580613,-88.24518254819384
903,1996,9937,400 N Randolph St,Not Specified,No,Asphalt,13340.032667733729,704.5036985320095,40.11970360032462,-88.24518973667757
904,2586,9382,200 W Washington St,Not Specified,No,Asphalt,15991.182072722922,938.0426839288423,40.12019379710541,-88.24601955005782
905,Not Specified,70A6242A-AF7E-4E3D-ABB7-9C7815E5F143,Not Specified,N State St & W Washington St,No,Asphalt,3041.1740859538977,219.68433654316163,40.12019863562537,-88.24684246124359
906,2250,9973,400 N State St,Not Specified,No,Asphalt,12042.314760054944,709.1904899177398,40.11970846898622,-88.2468376783834
907,1905,9617,400 N Prairie St,Not Specified,No,Brick,8770.819576808397,723.2052704609458,40.11969467316355,-88.24849232266484
908,Not Specified,261F42AD-3A70-44D1-AFC2-3B32D057581D,Not Specified,N Prairie St & W Washington St,No,Brick,1634.6699173133482,161.10648298267435,40.12019015237251,-88.24849068618676
909,2587,9384,300 W Washington St,Not Specified,No,Asphalt,11999.380874896844,930.5786444317883,40.12019122463491,-88.24765996841758
910,803,9612,400 N Elm St,Not Specified,No,Brick,8626.962289138131,729.5140980612086,40.119694904495205,-88.25014383450218
911,Not Specified,FBD73308-0FBD-414D-B0B0-8A83801FAB7D,Not Specified,N Elm St & W Washington St,No,Brick,1539.198111208731,157.0482753906919,40.12019519673737,-88.25014772571983
912,2588,9385,400 W Washington St,Not Specified,No,Brick,11692.630854686306,925.2411607964311,40.12019286721317,-88.24932146481082
913,1517,9606,400 N Lynn St,Not Specified,No,Brick,8789.704895060255,734.99815611341,40.119688727188546,-88.25179480020691
914,Not Specified,78224184-DA00-46DA-B08F-367ABE7CC50A,Not Specified,N Lynn St & W Washington St,No,Not Specified,1559.651268170391,156.9464112608732,40.12019565093929,-88.25179383607365
915,2589,9388,500 W Washington St,Not Specified,No,Asphalt,11992.00038064918,926.2904928974535,40.12019610266159,-88.25097858769246
916,Not Specified,30875C63-5DEF-4C54-94F3-DD415F403769,Not Specified,Harris Ave & W Washington St,No,Concrete,1084.8302811475978,132.19665455778164,40.12020400124725,-88.25312284641262
917,2590,9392,600 W Washington St,Not Specified,No,Concrete,9296.893446662025,747.6870219204109,40.120199160105095,-88.2524605875844
918,Not Specified,53D79F29-6DCE-410C-BB27-D8207A218838,Not Specified,N New St & W Washington St,No,Concrete,1060.677252146461,130.52278891778076,40.12021144253484,-88.25499639675341
919,2591,9395,700 W Washington St,Not Specified,No,Concrete,13144.870630945736,1040.2618257893116,40.12020295774578,-88.25406174316598
920,2160,9789,400 N Second St,Not Specified,No,Concrete,6468.686514189635,563.8431956995166,40.11964457854206,-88.23709868321255
921,Not Specified,F7B00B5F-9E1E-4939-A45F-CB92999F27E0,Not Specified,E Washington St & N Second St,No,Asphalt,1297.0763595486892,145.29718706349215,40.12001672930838,-88.23709914454324
922,2579,9365,100 E Washington St,Not Specified,No,Asphalt,11397.823568447891,925.0776721439786,40.12000733727839,-88.23793039084075
923,411,9482,100 E Church St,Not Specified,No,Asphalt,11296.219526399436,921.5577662273739,40.1183090630932,-88.23791468322462
924,Not Specified,1C39BD30-0E92-42D4-99DA-759DDAEC43D8,Not Specified,E Church St & N Second St,No,Asphalt,1601.8997928137976,158.13720596362282,40.118310802873324,-88.23708924043889
925,2159,9790,300 N Second St,Not Specified,No,Concrete,8296.10953178247,701.4859465766364,40.11878848676716,-88.23709532100628
926,1841,49,100 E Park St,Not Specified,No,Brick,11598.2543144415,977.6447810125629,40.11733011757195,-88.2379219422095
927,Not Specified,624310D1-05C4-4AD8-9F9C-38CB69892E8F,Not Specified,E Park St & N Second St,No,Not Specified,1850.1004046060254,174.51989847419847,40.11731213557309,-88.23708994108823
928,2158,9628,200 N Second St,Not Specified,No,Concrete,8621.441400119167,705.062947797505,40.11782356234469,-88.23709210448772
929,Not Specified,A3502BE4-3CD3-4DCF-A509-C46A8400E577,Not Specified,E Clark St & S Second St,No,Concrete,1814.9622978528657,167.17685532967823,40.11592307458368,-88.23710409065421
930,2161,9792,100 S Second St,Not Specified,No,Concrete,4259.065722710891,318.4998142478109,40.1161166014026,-88.23708545400022
931,2157,6508,100 N Second St,Not Specified,No,Asphalt,13161.871293758577,708.0973099535008,40.11684125847834,-88.23708832077355
932,Not Specified,21004941-C6E6-4797-BF2B-4D73FE6F4B5B,Not Specified,E University Ave & N Second St,No,Asphalt,3957.526918499775,251.69964709599407,40.116342656925056,-88.23708820797583
933,2480,6510,100 E University Ave,Not Specified,No,Asphalt,23496.0980315398,927.3229103792378,40.11633654162942,-88.23791132794413
934,904,7410,100 S First St,Not Specified,No,Asphalt,8102.004460538527,491.34943388241857,40.115975688641896,-88.23873959293455
935,388,6513,70 Chester St,Not Specified,No,Concrete,8084.884966998069,490.7242688987536,40.115721995231894,-88.23918382950268
936,Not Specified,7A9134C1-C329-42D9-8BA7-11B0467FEF7D,Not Specified,Chester St & S First St,No,Asphalt,2295.55973291649,190.12599224725332,40.11564783971976,-88.23874571394659
937,Not Specified,8DCD3721-7847-4B75-AA0C-D8346F59B7AE,Not Specified,E Clark St & Locust St,No,Asphalt,1962.2624321252717,177.77044252934564,40.11535969007819,-88.23873356561984
938,Not Specified,0696DB28-AE77-46DD-AFDD-2B28AE77C9D0,100 S First St,Not Specified,No,Asphalt,2565.0733001816798,220.98553417036322,40.11549852604645,-88.23873522043664
939,60,9366,500 Ash St,Not Specified,No,Concrete,8517.1129369154,715.4728023837873,40.12050089810537,-88.23629987867098
940,Not Specified,50DB03B6-14F1-4A6C-BCFE-BC82D10E8814,Not Specified,Ash St & E Washington St,No,Asphalt,1391.1636533112253,153.39763119602924,40.12002901390459,-88.2362974436044
941,2580,4231,200 E Washington St,Not Specified,No,Asphalt,4791.1442682304905,422.6537251843035,40.12002384626817,-88.23670501858433
942,Not Specified,28413DA2-DA0A-4E67-A2E3-1F87D51AAF2D,Not Specified,E Washington St & N Third St,No,Asphalt,963.6456308264111,124.07308125990058,40.12002550868756,-88.23544062341855
943,Not Specified,57C4CBC8-A295-4EEA-BFAB-0DA9D9EB0187,200 E Washington St,Not Specified,No,Asphalt,5424.150229408745,462.5979469972819,40.120027555308766,-88.23585273223458
944,1214,9629,200 E Hill St,Not Specified,No,Asphalt,11498.0925912775,930.5585333645973,40.11926887558613,-88.23626588701883
945,Not Specified,1CE9FD3A-A1BA-4B3E-984C-27FEC6E617B6,Not Specified,E Hill St & N Third St,No,Asphalt,1176.1366305345339,137.06943039658094,40.11927241903403,-88.23543589994247
946,412,7395,200 E Church St,Not Specified,No,Asphalt,11398.95624951065,926.1084014823826,40.118316642870255,-88.23626022367942
947,Not Specified,CC320333-DCE4-41E8-ADE5-0504CF8A3DC4,Not Specified,E Church St & N Third St,No,Asphalt,1130.11912831625,134.51890363955857,40.11831972937789,-88.23543470796913
948,2414,43,300 N Third St,Not Specified,No,Asphalt,8559.952478821215,701.0055317393518,40.118799274954874,-88.2354365125668
949,1842,9648,200 E Park St,Not Specified,No,Brick,11592.42948292452,947.8429486583007,40.1173378453044,-88.23626929500409
950,Not Specified,5385BC53-7C1B-4029-B173-9E3BFC188457,Not Specified,E Park St & N Third St,No,Brick,1266.4308798987988,141.993085034341,40.11734248584185,-88.23543294710558
951,2413,51,200 N Third St,Not Specified,No,Asphalt,8732.189832080194,718.0714288726136,40.11783303751537,-88.23543350127633
952,Not Specified,FCF6774E-2CC0-487E-A7BC-AD0CBFA42152,Not Specified,E University Ave & N Third St,No,Asphalt,2760.2281454684307,216.5882267380381,40.1163436411821,-88.23543572028866
953,2481,6509,200 E University Ave,Not Specified,No,Asphalt,23784.577780179843,961.1102367100272,40.11634495675926,-88.23623722916253
954,Not Specified,E3539B6D-550E-4610-B81B-5ED634AB4D56,Not Specified,E Clark St & S Third St,No,Asphalt,1322.0128329759898,144.6245745224077,40.11537654543274,-88.23542227461688
955,2417,9819,100 S Third St,Not Specified,No,Asphalt,10461.924170243487,688.0161831939457,40.115836378858454,-88.23542803577114
956,436,9818,200 E Clark St,Not Specified,No,Brick,7640.746103704656,631.8645970170671,40.11537261102559,-88.2359991141288
957,Not Specified,5BC6B7B5-217C-44C4-A16B-219ADBF0ED69,Not Specified,E Clark St & S Second St,No,Concrete,561.4190563540858,96.00106818369096,40.11536936690013,-88.2365507781076
958,1491,7403,200 Locust St,Not Specified,No,Asphalt,9500.137894977872,828.8851316456852,40.11496113959276,-88.23913154057429
959,Not Specified,CC640160-2255-42D9-A06A-8DF35290DDE5,Not Specified,Locust St & Logan St,No,Concrete,1787.3874038256808,168.71607146766175,40.114418337366416,-88.23936901660115
960,2328,10048,100 Stoughton St,Not Specified,No,Not Specified,4588.749097499072,417.1062320431466,40.113450926622065,-88.23837353843777
961,Not Specified,5EB17DB9-68FA-473F-B3BA-264469C0990C,Not Specified,E White St & Logan St,No,Asphalt,2673.9790732238644,207.05707002283756,40.11440030263282,-88.23873100862198
962,1504,7406,60 Logan St,Not Specified,No,Concrete,4521.420351208918,362.3681587992744,40.11439909407417,-88.23905706398811
963,Not Specified,9BA8D985-73EA-4857-8C79-95B541D8E085,Not Specified,E White St & S Second St,No,Concrete,1625.5693619051203,161.26664209933548,40.114413216779894,-88.23705359744298
964,2644,10043,100 E White St,Not Specified,No,Concrete,14478.05172041503,943.757055700116,40.11440506899246,-88.23788396718007
965,2648,7465,300 E White St,Not Specified,No,Concrete,13056.266480548487,1059.4819035888968,40.11442660746925,-88.23447774961741
966,2646,7407,200 E White St,Not Specified,No,Concrete,11366.713013250723,912.6075515187337,40.114418827764474,-88.23623929380769
967,Not Specified,C432E8A5-A278-4ED5-A053-1A1B9CD131D0,Not Specified,E White St & S Third St,No,Concrete,1243.2208393571673,141.73635138006878,40.114419977293736,-88.23541927789597
968,2418,9822,200 S Third St,Not Specified,No,Asphalt,11120.4823837963,709.405365264194,40.114898064289015,-88.23542269239466
969,437,9817,300 E Clark St,Not Specified,No,Brick,13207.134427931782,1058.7725184140988,40.11537903635134,-88.23448108805988
970,Not Specified,7FADDA70-53D1-465B-9900-3B556966F584,Not Specified,E Clark St & S Fourth St,No,Asphalt,2030.391423193406,180.16733166096688,40.1153823547805,-88.23352809564986
971,941,7470,200 S Fourth St,Not Specified,No,Asphalt,11805.120014487049,700.0578138499291,40.114910632760186,-88.23352639112866
972,940,7502,100 S Fourth St,Not Specified,No,Asphalt,11897.198327128668,706.1746716494885,40.11585552187773,-88.23353231653248
973,Not Specified,2C858363-8091-4F38-9C04-272BB6D3C25D,Not Specified,E University Ave & N Fourth St,No,Asphalt,4369.942940523721,289.8721996270333,40.116357954927054,-88.23361908080796
974,2482,6677,300 E University Ave,Not Specified,No,Asphalt,26276.62609460276,1067.5373041310454,40.11635078096537,-88.23454777360334
975,1843,23,300 E Park St,Not Specified,No,Brick,11388.541516152658,933.4590644845034,40.11734622690664,-88.2346078530145
976,Not Specified,FA98F7AE-6BB4-41E7-9FB9-631FCFEE67E3,Not Specified,E Park St & N Fourth St,No,Concrete,2162.4008222782463,184.55709393866655,40.1173477050169,-88.23376994465696
977,413,7394,300 E Church St,Not Specified,No,Asphalt,11436.847968435393,926.5381871706122,40.118323927431035,-88.23461136182925
978,Not Specified,221196F6-8C07-466E-858F-89C43AA5ABEF,Not Specified,E Church St & N Fourth St,No,Concrete,2055.3023201649153,181.63971105333675,40.11832668835226,-88.23377765459558
979,930,7475,200 N Fourth St,Not Specified,No,Concrete,12421.383610202185,726.04325479066,40.117839195463354,-88.23377488891197
980,1215,7478,300 E Hill St,Not Specified,No,Concrete,11190.255403887133,933.9721697000932,40.11927548838817,-88.2346125246557
981,Not Specified,D9407E37-B1C9-4459-BCEF-A03BA476F551,Not Specified,E Hill St & N Fourth St,No,Concrete,2097.5040009957597,183.23972825278227,40.11927603491436,-88.23378076116865
982,931,7474,300 N Fourth St,Not Specified,No,Concrete,12055.679065288085,696.2112837057738,40.118799136907306,-88.23377831035698
983,Not Specified,DAAD8ABD-DF7A-4137-9354-46FF8E046FE1,Not Specified,E Washington St & Phillips Dr,No,Asphalt,1073.2812746432264,131.33477965153722,40.120035879802764,-88.23504236388435
984,Not Specified,89D066A4-751C-4FF0-9ED3-690CA613E024,200 E Washington St,Not Specified,No,Asphalt,2110.91543189333,219.93904520593443,40.12003015773008,-88.23524565961964
985,2581,4232,300 E Washington St,Not Specified,No,Asphalt,8590.742491053566,700.8749186968704,40.120033739039656,-88.23441953184539
986,Not Specified,EC04836A-ADD2-44CB-AF5B-F7703A11F218,Not Specified,E Washington St & N Fourth St,No,Asphalt,2021.1982084323029,181.32372227472464,40.12004315345578,-88.2337768807608
987,932,7480,400 N Fourth St,Not Specified,No,Concrete,9333.147138012137,568.2787324376197,40.119664843224584,-88.23378037345184
988,Not Specified,ACCFB6E9-CA1F-4262-B620-D76A3D0FFC58,Not Specified,E Washington St & N Fifth St,No,Not Specified,1483.7322276042619,154.75511319726047,40.12024235539658,-88.2321151224892
989,2582,7479,400 E Washington St,Not Specified,No,Asphalt,11746.56367252358,934.2008896580242,40.120147398271946,-88.23293816335261
990,2198,9353,400 N Sixth St,Not Specified,No,Oil and Chip,5063.090513328232,457.5098237019967,40.11992353643426,-88.23045937139125
991,Not Specified,433F85EB-5137-4643-AB0D-860CA3E81CCB,Not Specified,E Washington St & N Sixth St,No,Concrete,1192.5886416981539,138.77175210747998,40.120252598693114,-88.23046692785955
992,2583,9356,500 E Washington St,Not Specified,No,Concrete,11262.272510727631,916.0715364080779,40.120250084326486,-88.23129098715951
993,2584,9355,600 E Washington St,Not Specified,No,Concrete,11269.172207992446,914.3242666562733,40.12025720844626,-88.22963872363586
994,Not Specified,B1D3384A-08E2-489D-8C5C-E65CFF47BBA5,Not Specified,Beslin St & E Washington St,No,Asphalt,1023.8294505904752,127.99911771058534,40.12026153282616,-88.22882722300626
995,Not Specified,E6582293-637C-4DDF-B3D8-99375CE70D0B,300 N Wright St,Not Specified,No,Asphalt,1692.9507653035023,180.1321244126966,40.1189119957537,-88.22880108652971
996,2807,4779,400 N Wright St,Not Specified,No,Asphalt,8362.987507166876,697.420475691913,40.119782294896034,-88.2288122638805
997,Not Specified,14B66449-2ABF-47C9-81A7-82D5EA348D9E,300 N Wright St,Not Specified,No,Asphalt,2384.668260700814,230.94590670805076,40.11911984096242,-88.22880366502211
998,Not Specified,578A8E12-2B4C-47C5-8181-533097041DF6,400 N Wright St,Not Specified,No,Asphalt,1002.3155865644699,128.19662165943734,40.119292619748435,-88.22880728522661
999,879,9865,400 N Fifth St,Not Specified,No,Asphalt,8615.808796203843,702.2034005591979,40.11976586893722,-88.23211734945573
1000,1216,9631,400 E Hill St,Not Specified,No,Concrete,11480.395069018101,946.6715499359491,40.119281929627356,-88.23294085368813
1001,Not Specified,E7958E8C-12BF-446F-882A-FCBBF5427030,Not Specified,E Hill St & N Fifth St,No,Not Specified,1129.5541531007166,134.88396796779838,40.11928470504866,-88.23212110480418
1002,414,9478,400 E Church St,Not Specified,No,Asphalt,11503.54955105106,933.1498529992202,40.11833103386548,-88.23293227294938
1003,Not Specified,2661154F-40CB-424E-AA47-886ACD3C9CBC,Not Specified,E Church St & N Fifth St,No,Asphalt,982.58880847123,125.37115002194015,40.11833198160963,-88.23211205863373
1004,878,9866,300 N Fifth St,Not Specified,No,Asphalt,8542.079621073946,690.6867219441034,40.118806439583814,-88.23211482445465
1005,2197,9470,300 N Sixth St,Not Specified,No,Oil and Chip,4316.548906506447,387.36397791401424,40.1186105675945,-88.23046097280837
1006,Not Specified,741327E3-18F5-4ADB-9969-0182437723E5,Not Specified,E Church St & N Sixth St,No,Asphalt,1196.7351859241462,138.5946429932064,40.11834351586461,-88.23045126262049
1007,415,9477,500 E Church St,Not Specified,No,Asphalt,11599.053389348555,926.7993157712408,40.11833797480241,-88.23128939084646
1008,416,9469,600 E Church St,Not Specified,No,Asphalt,11401.924757557996,928.4218096723321,40.11834627779446,-88.22962146932427
1009,Not Specified,C09433FC-4BBD-491F-81A4-EA466CD8706E,Not Specified,E Church St & N Wright St,No,Concrete,1137.0938702955577,135.34411523810516,40.11834693365951,-88.22880272403037
1010,2806,4778,300 N Wright St,Not Specified,No,Concrete,4167.789093976319,370.63981672663533,40.118609354186844,-88.22879766049934
1011,1844,9650,400 E Park St,Not Specified,No,Brick,11339.847679872122,925.574423311184,40.11735351107643,-88.23292796612587
1012,Not Specified,B7938630-1366-457D-9752-6AE436EBC059,Not Specified,E Park St & N Fifth St,No,Asphalt,1034.477416341376,128.0919155297425,40.11735716672958,-88.23210947065068
1013,877,7472,200 N Fifth St,Not Specified,No,Asphalt,8683.10776866813,715.1692847445494,40.117847337510966,-88.23211258170163
1014,2196,9474,200 N Sixth St,Not Specified,No,Asphalt,8871.219186392456,735.1895507676383,40.1178507754337,-88.23044825876894
1015,Not Specified,6D63E293-4A70-4028-BF7B-04C3571D9882,Not Specified,E Park St & N Sixth St,No,Asphalt,1171.1701695942115,137.54268010164978,40.11736335248651,-88.23044286571128
1016,1845,9651,500 E Park St,Not Specified,No,Brick,11454.190057245938,919.2154783052324,40.11736041019065,-88.23128260036387
1017,1846,9472,600 E Park St,Not Specified,No,Brick,11377.35385342907,946.6030139650469,40.11736794835443,-88.22961129651743
1018,Not Specified,1303829C-8102-41A4-80B8-220029B1FF86,Not Specified,E Park St & N Wright St,No,Concrete,1459.8706770809306,154.55820007810306,40.11737365282459,-88.2287933094139
1019,2805,4769,200 N Wright St,Not Specified,No,Concrete,8364.697239912335,694.2452112610315,40.117864436571665,-88.22879003597807
1020,876,6497,100 N Fifth St,Not Specified,No,Asphalt,8637.266190882718,710.5410054395421,40.11687862907188,-88.23211076581815
1021,Not Specified,0B4332C2-9F5F-45EE-AA84-B2EFAF122EF6,Not Specified,E University Ave & N Fifth St,No,Asphalt,2648.5172401337436,209.04275707906604,40.11635971389528,-88.2321113748256
1022,2483,6678,400 E University Ave,Not Specified,No,Asphalt,21071.748779409463,866.1601501923637,40.11636001102098,-88.23284322009252
1023,2195,6494,100 N Sixth St,Not Specified,No,Asphalt,10040.461148056635,720.8193076734735,40.116882230640755,-88.23043902859129
1024,Not Specified,122078EB-69FF-46F6-AC5A-55F8355AEC64,Not Specified,E University Ave & N Sixth St,No,Asphalt,3077.3438141872134,224.0022224834073,40.11636541364154,-88.23043475227185
1025,2484,6679,500 E University Ave,Not Specified,No,Asphalt,24240.85052128705,972.0412641195662,40.11636591537112,-88.23127540347316
1026,2804,4768,100 N Wright St,Not Specified,No,Concrete,11913.639532392024,767.5070415557627,40.11683154063194,-88.22886439043992
1027,8888,6681,Not Specified,E University Ave & N Wright St,No,Asphalt,8464.265477928238,392.63335905856746,40.11638099439586,-88.22886234031743
1028,2485,6680,600 E University Ave,Not Specified,No,Asphalt,20358.186062240875,833.1410072487535,40.11637277989369,-88.2297206365039
1029,438,9869,400 E Clark St,Not Specified,No,Brick,9641.802581467377,792.9145258822,40.11538608408369,-88.23280819004891
1030,Not Specified,174F7317-049A-42DA-AB89-0E725ABF8D8D,Not Specified,E Clark St & S Fifth St,No,Asphalt,1378.1692071005168,148.5139979053313,40.11539149941529,-88.23210532144255
1031,890,9873,200 S Fifth St,Not Specified,No,Asphalt,8642.612561229886,695.7727013274205,40.1149147914952,-88.23210168590194
1032,889,9870,100 S Fifth St,Not Specified,No,Asphalt,8424.522242767298,699.9228414675456,40.11586427105647,-88.23210836718384
1033,439,6640,500 E Clark St,Not Specified,No,Brick,11458.37681215887,932.4690729021881,40.115392153100345,-88.2312686989088
1034,Not Specified,A804D0E5-7418-412D-886E-42F20B99818E,Not Specified,E Clark St & S Sixth St,No,Asphalt,2853.162108818882,213.74633568411195,40.1153930960664,-88.23044191299309
1035,2205,9899,100 S Sixth St,Not Specified,No,Asphalt,12638.98834655087,711.7545643651828,40.11586483925816,-88.23044103481426
1036,2206,9902,200 S Sixth St,Not Specified,No,Asphalt,12762.53846877652,709.5025562796848,40.11491537822269,-88.23043940335471
1037,440,6639,600 E Clark St,Not Specified,No,Brick,9943.092165874848,814.8938619013799,40.115399017292134,-88.2297225750166
1038,Not Specified,73220DCF-D2B7-49B6-9DA5-C6A2776A2FB0,Not Specified,E Clark St & N Wright St,No,Not Specified,2052.0843623977185,183.7050597874445,40.11540378891755,-88.22897347055883
1039,2812,4796,100 S Wright St,Not Specified,No,Not Specified,15773.370738148547,754.6056626777831,40.115880048841454,-88.22897239965361
1040,2652,9900,600 E White St,Not Specified,No,Concrete,9956.764705805756,798.297244182521,40.11444781635363,-88.22971090588831
1041,Not Specified,9773CB00-8915-4924-A473-6D11819DE5BE,Not Specified,E White St & N Wright St,No,Not Specified,2056.60730517994,183.95861812302456,40.1144493052953,-88.22896286220518
1042,2813,4800,200 S Wright St,Not Specified,No,Not Specified,15559.048686199758,730.5376119604016,40.11492555516035,-88.22896144122794
1043,Not Specified,9D6ECCCC-6641-4CAC-B661-E4DB23CB9B67,100 S Walnut St,Not Specified,No,Asphalt,3572.2578998657427,307.60730097533144,40.116098921162596,-88.24275701066689
1044,75,7373,10 Bailey St,Not Specified,No,Asphalt,4884.324466617985,440.70754954418817,40.115830153000545,-88.2424298122178
1045,Not Specified,B7FA417D-F06A-4A69-9D79-17E9BBAC86E7,Not Specified,Bailey St & S Walnut St,No,Asphalt,1476.187088810889,158.5176762404608,40.11594729757149,-88.24281586619753
1046,Not Specified,D65A8493-5C05-4B1C-ABB7-0659DF3FA047,100 S Market St,Not Specified,No,Concrete,4499.1782764657255,457.73111233488294,40.1160425919705,-88.241978165126
1047,Not Specified,9E527128-D447-4850-A4AE-DCFBB9F45E3C,Not Specified,Bailey St & S Market St,No,Concrete,1168.4787214476048,141.8786127671063,40.11575796243197,-88.24209760524157
1048,1500,6743,10 Logan St,Not Specified,No,Asphalt,4051.130706336964,258.36849510545915,40.11535718835025,-88.2433025691702
1049,Not Specified,DF506EF8-21A0-458F-971C-2BF4C860DDCE,Not Specified,Logan St & S Walnut St,No,Asphalt,2538.0714751524515,202.19151388627847,40.11532415915431,-88.24309356085891
1050,2572,7368,100 S Walnut St,Not Specified,No,Asphalt,9185.998715068252,503.3402207534717,40.11564777180907,-88.24295004040383
